,word,reading,meaning
8791,ディフェンス,ディフェンス,1. defense; defence$2. Defense (sports)$
8792,裕福,ゆうふく,1. wealthy; rich; affluent; well-off$
8793,百合,ゆり合,1. lily (Lilium spp.)$2. comics and novels about female homosexuality$3. Lilium$
8794,採取,さいしゅ,1. picking; collecting; harvesting$
8795,改変,かいへん,1. change; alteration; modification$
8796,可変,かへん,1. variable; changeable; convertible; controllable$
8797,軍政,ぐんせい,1. military administration; military government$2. government affairs relating to the military$
8798,シューティング,シューティング,1. shooting$
8799,早くから,はやくから,1. early on; earlier on; from early$
8800,群れる,むれる,1. to crowd; to flock; to swarm$
8801,舞踊,ぶよう,1. dancing; dance$
8802,クラッシュ,クラッシュ,1. crash$2. kurash (wrestling)$3. Crash$
8803,捕食,ほしょく,1. predation; eating prey; preying upon$2. Predation$
8804,入国,にゅうこく,1. entry into a country$
8805,婚姻,こんいん,1. marriage; matrimony$
8806,起因,きいん,1. cause; origin$
8807,妨げる,さまたげる,1. to disturb; to prevent; to obstruct; to hinder$
8808,拒む,こばむ,1. to refuse; to reject; to decline$2. to prevent (from doing); to deny (e.g. access); to block$
8809,接収,せっしゅう,1. requisition; requisitioning; seizure; confiscation; impounding; retaining (e.g. deposit)$
8810,志摩,しま,1. Shima$
8811,拍子,ひょうし,1. (musical) time; tempo; beat; rhythm$2. the moment; the instance; chance$3. Meter (music)$
8812,撤廃,てっぱい,1. annulment; abolition; repeal; rescission$
8813,造形,ぞうけい,1. molding; moulding; shaping; modelling (i.e. plastic arts); modeling$
8814,猟,りょう,1. hunting; shooting$2. game; quarry$
8815,グローブ,グローブ,1. glove (esp. sports)$2. globe$3. Globe; Grobe; Grove$
8816,分泌,ぶんぴつ,1. secretion$2. Secretion$
8817,剥奪,はくだつ,"1. stripping (of rights, office, etc.); deprivation; divestiture; forfeit; revocation$"
8818,テナント,テナント,"1. tenant (usu. office block, shopping center, etc.)$"
8819,バロック,バロック,1. baroque$2. Baroque$
8820,器具,きぐ,1. utensil; apparatus; implement; device; gadget$
8821,急増,きゅうぞう,1. rapid increase; proliferation; surge; explosion$
8822,コイン,コイン,1. coin$2. token; slug$3. Coin; Coyne; Keun$
8823,アタック,アタック,1. attack; assault$2. attempt; try$
8824,サミュエル,サミュエル,1. Samuel (name)$
8825,竹内,たけうち,1. Takeuchi$
8826,失業,しつぎょう,1. unemployment$2. losing one's job; becoming unemployed$3. Unemployment$
8827,宇部,うべ,1. Ube$
8828,未明,みめい,1. early dawn; grey of morning; gray of morning$
8829,未明,みめい,1. Mimei$
8830,本尊,ほんぞん,1. principal object of worship at a temple (usu. a buddha or bodhisattva); principal image; idol$2. the man himself; the person at the heart of the matter$
8831,以外,いがい,1. with the exception of; excepting$
8832,ジャンクション,ジャンクション,1. junction; system interchange (between highways)$2. Junction$
8833,盤,盤谷バンコク,1. Bangkok (Thailand)$2. Bangkok (Thailand)$3. Bangkok$
8834,レポート,レポート,1. report; paper$2. reportage$
8835,広州,こうしゅう,1. Guangzhou (China); Kwangchow; Canton$
8836,広州,こうしゅう,1. Koushuu; Guangzhou (China); Kwangchow; Canton$
8837,無罪,むざい,1. innocence; being not guilty$2. Acquittal$
8838,オファー,オファー,1. offer$2. Offa (Nigeria)$
8839,抽象,ちゅうしょう,1. abstraction$
8840,包括,ほうかつ,1. inclusion; complete coverage; comprehensiveness$
8841,小児,しょうに,1. young child; infant$
8842,暴行,ぼうこう,1. assault; outrage; act of violence$2. rape; sexual assault$
8843,敦,あつし,1. Atsushi$
8844,発作,ほっさ,1. fit; spasm; attack; seizure$2. Paroxysmal attack$
8845,競艇,きょうてい,1. boat race$2. Kyoutei$3. Kyōtei$
8846,四季,しき,1. four seasons$
8847,四季,しき,1. Shiki$
8848,卓球,たっきゅう球,1. table tennis; ping-pong$2. Table tennis$
8849,卓球,たっきゅう球,1. Takkyuu$
8850,資材,しざい,1. (raw) material$
8851,カウント,カウント,1. count; counting$2. count of balls and strikes$3. count (after a knock-down in boxing)$4. count (of radioactivity)$
8852,公正,こうせい,1. justice; fairness; impartiality$
8853,公正,こうせい,1. Kousei$
8854,マンハッタン,マンハッタン,1. Manhattan; manhattan$2. Manhattan$3. Manhattan$
8855,スクウェア,スクウェア,1. square$2. Square (now Square Enix)$3. Square$
8856,素子,そし,1. element (esp. component in electronics); elemental device; device$2. data; datum$
8857,素子,そし,1. Soshi$
8858,遺族,いぞく,1. bereaved family; surviving family; family of the deceased$
8859,レビュー,レビュー,1. review$2. revue$
8860,変速,へんそく,1. shifting gears; changing gears$
8861,マイアミ,マイアミ,1. Miami$2. Miami$
8862,紐,ひも,1. string; cord$2. man who is financially dependent on a woman; gigolo; pimp$3. Twine$
8863,市制,しせい,1. municipal organization; municipal organisation; municipality$
8864,中古,ちゅうこ,1. used; second-hand; old$2. Middle Ages$
8865,中古,ちゅうこ,1. Chuuko$
8866,木下,きのした,1. Kinoshita$
8867,通報,つうほう,1. report; notification; tip; bulletin$2. message (in information and communication theory)$
8868,裸,はだか,1. nakedness; nudity$2. bareness; nakedness; baldness; being uncovered$3. being penniless$4. concealing nothing; openness$5. Nudity$
8869,財閥,ざいばつ,1. zaibatsu; financial conglomerate; industrial group$2. Zaibatsu$
8870,載る,のる,1. to be placed on; to be set on; to be piled on; to be loaded on$2. to appear (in print); to be mentioned; to be recorded; to be reported; to be given$
8871,川村,かわむら,1. Kawamura$
8872,叔母,おば母,1. aunt$
8873,村山,むらやま,1. Murayama$
8874,果てる,はてる,1. to end; to be finished; to be exhausted$2. to die; to perish$3. to do utterly; to do completely$
8875,患う,わずらう,1. to be ill; to suffer from$2. to worry about; to be concerned about$3. to have trouble doing ...; to be unable to ...; to fail to ...$
8876,リクエスト,リクエスト,1. request$2. Request$
8877,派閥,はばつ,1. clique; faction$2. Political faction$
8878,名字,みょうじ,1. surname; family name$2. Myouji$3. Japanese name$
8879,基調,きちょう,1. basic tone; underlying tone; basic theme; basis; keynote$2. trend$3. keynote$
8880,聴取,ちょうしゅ,"1. hearing (of a statement, opinion, explanation, etc.); asking; questioning (e.g. a suspect); enquiry$2. listening (e.g. to the radio)$"
8881,収束,しゅうそく,"1. conclusion; resolution; firming up (plans, etc.); coming together; returning to normal$2. gathering and bundling$3. convergence$4. focusing (e.g. light); convergence$"
8882,経費,けいひ,1. expenses; cost; outlay$
8883,炭酸,たんさん,1. carbonic acid$2. carbonated water$3. baking soda; sodium carbonate$4. Carbonic acid$
8884,解剖,かいぼう,1. dissection; autopsy$2. analysis$
8885,樹木,じゅもく,1. tree; trees and shrubs$2. Jumoku$
8886,樹木,きき,1. Kiki$
8887,光線,こうせん,1. beam; light ray$2. Ray (optics)$
8888,家電,かでん,1. consumer electronics; consumer electrical appliances$
8889,家電,いえでん,1. home telephone; home phone number$
8890,背面,はいめん,1. rear; back; reverse$
8891,凱旋,がいせん,1. triumphal return$
8892,リミックス,リミックス,1. remix$2. Remix$
8893,勘,かん,1. perception; intuition; the sixth sense$
8894,勘,かん,1. Kan$
8895,ピッチ,ピッチ,"1. pace; rate; speed$2. pitch (i.e. angle, space, field, sound, etc.)$3. pitch (from distilling petroleum, tar, etc.)$4. pitch (football, rugby); playing field$5. PHS portable phone$6. Pitch$"
8896,安永,あんえい,1. An'ei era (1772.11.16-1781.4.2)$
8897,安永,やすなが,1. Yasunaga$
8898,民法,みんぽう,1. civil law; civil code$2. Civil law (area)$
8899,民法,みんぽう,1. Minpou$
8900,律令,りつりょう,"1. criminal, administrative and civil codes (forming the basis of ancient East Asian law; orig. Chinese); legal codes of the Nara and Heian eras based on Chinese models$2. Ritsuryō$"
8901,用品,ようひん,1. articles; supplies; parts$
8902,隆盛,りゅうせい,1. prosperity; flourishing; thriving$
8903,隆盛,りゅうせい,1. Ryuusei$
8904,コソボ,コソボ,1. Kosovo$2. Kosovo; Kossovo$3. Kosovo$
8905,出血,しゅっけつ,1. bleeding; haemorrhage; hemorrhage$2. bleeding money; red ink; selling below cost$3. Bleeding$
8906,腸,ちょう,1. guts; bowels; intestines$2. Intestine$
8907,辛い,からい,1. spicy; hot$2. salty$3. harsh (criticism); severe (punishment); strict$4. painful; bitter; difficult; tough$
8908,辛い,つらい,1. painful; bitter; heart-breaking; difficult (emotionally)$2. tough; difficult; hard (usu. of situations)$3. cruel; harsh; cold$
8909,辛い,づらい,1. difficult to ...; hard to ...$
8910,絹,きぬ,1. silk$2. Silk$
8911,絹,きぬ,1. Kinu$
8912,心配,しんぱい,1. worry; concern; anxiety; uneasiness; fear$2. care; help; aid; assistance$
8913,分校,ぶんこう,1. branch school$
8914,分校,ぶんこう,1. Bunkou$
8915,傾く,かたむく,1. to incline toward; to slant; to lurch; to heel over; to be disposed to; to trend toward; to be prone to$2. to go down (sun); to wane; to sink; to decline$
8916,傾く,かぶく,1. to lean (esp. of a ripe ear of rice); to incline; to slant; to tilt$2. to behave oddly; to attire oneself strangely$3. to perform kabuki$
8917,ガールズ,ガールズ,1. girls; women$
8918,コーポレーション,コーポレーション,1. corporation$2. Corporation$
8919,綾,あや,1. Aya$
8920,飛騨,ひだ,1. Hida$
8921,受託,じゅたく,1. being entrusted with; taking charge of$
8922,強盗,ごうとう,1. robber; mugger$2. robbery; burglary$3. Robbery$
8923,手塚,てづか,1. Tedzuka$
8924,平坦,へいたん,1. even; flat; level; smooth$2. calm; peaceful; uneventful; easy; uncomplicated; trouble-free$
8925,精密,せいみつ,1. precise; exact; detailed; accurate; minute; close$
8926,消失,しょうしつ,1. dying out; disappearance; vanishing; elimination; loss; absence$
8927,人名,じんめい,1. person's name$2. Personal name$
8928,民謡,みんよう,1. folk song; popular song$2. Min'yō$
8929,新曲,しんきょく,1. new piece; new song$
8930,終焉,しゅうえん,1. demise$
8931,総監,そうかん,1. inspector general; commissioner$
8932,加茂,かも,1. Kamo$
8933,ウルフ,ウルフ,1. wolf$2. Wolfe$
8934,本書,ほんしょ,1. text; script; this book$
8935,ワーク,ワーク,1. work$
8936,星野,ほしの,1. Hoshino$
8937,給与,きゅうよ,1. pay; salary; wages$2. allowance; grant; supply; providing with$3. Salary$
8938,聖母,せいぼ,1. holy mother; birth mother of a holy man (or woman)$2. Virgin Mary$
8939,記念日,きねんび,1. memorial day; commemoration day; anniversary$2. Anniversary$
8940,選択肢,せんたくし,1. choices; alternatives; options$
8941,鱗,うろこ,"1. scale (of fish, snake, etc.)$2. serif (on kana or kanji (e.g. in Mincho font))$3. Scale (anatomy)$"
8942,鱗,うろこ,1. Uroko$
8943,松江,まつえ,1. Matsue$
8944,帽子,ぼうし,1. hat; cap$2. Headgear$
8945,帽子,ぼうし,1. Boushi$
8946,本山,ほんざん,1. head temple; this temple$
8947,本山,もとやま,1. Motoyama$
8948,無名,むめい,1. nameless; unnamed; anonymous; unsigned$2. obscure; unknown; not famous$3. causeless; unjustifiable$
8949,治める,おさめる,1. to govern; to manage$2. to subdue$
8950,歌人,かじん,1. poet (of tanka poems)$
8951,歌人,うたびと,1. skillful tanka poet$2. official in charge of court poetry and music (ritsuryo period)$3. poet$
8952,コマーシャル,コマーシャル,1. commercial (e.g. TV)$
8953,道徳,どうとく,1. morals$2. Morality$
8954,道徳,どうとく,1. Doutoku$
8955,ホット,ホット,1. hot$2. Hot$
8956,系譜,けいふ,1. genealogy; lineage; family tree; pedigree$
8957,体格,たいかく,1. physique; constitution$
8958,出兵,しゅっぺい,1. dispatch of troops; despatch of troops; expedition$
8959,蒋介石,しょうかいせき,1. Chiang Kai-shek (Jiang Jie Shi) (1887.10.31-1975.4.5)$2. Chiang Kai-shek$
8960,覗く,のぞく,"1. to peek (through a keyhole, gap, etc.)$2. to look down into (a ravine, etc.)$3. to peek into (a shop, bookstore, etc.)$4. to sneak a look at; to take a quick look at$5. to peep (through a telescope, microscope, etc.)$6. to stick out (a scarf from a collar, etc.); to peek through (sky through a forest canopy, etc.)$7. to examine (an expression); to study (a face)$8. to face$"
8961,レイアウト,レイアウト,1. layout$2. Page layout$
8962,サマー,サマー,1. summer$
8963,アーム,アーム,1. arm$2. automated retroactive minimal moderation; ARMM$
8964,戦列,せんれつ,1. line of battle$
8965,喫茶,きっさ,1. tea drinking$2. teahouse; tearoom; coffee lounge; coffee shop; (rather formal) cafe$
8966,最高裁,さいこうさい,1. Supreme Court$
8967,長老,ちょうろう,1. elder; senior$2. senior monk$3. dean; presbyter; patriarch$4. Zhang Lu$
8968,離党,りとう,1. secession from a political party$
8969,カーネル,カーネル,1. kernel$2. Kernel (computing)$
8970,旧来,きゅうらい,1. traditional; from ancient times; formerly$
8971,進入,しんにゅう,1. entry; approach; penetration$
8972,パーソナル,パーソナル,1. personal$
8973,谷川,たにがわ,1. mountain stream$
8974,谷川,たにがわ,1. Tanigawa$
8975,発刊,はっかん,1. publish; start (new) publication$
8976,思い出,おもいで,1. memories; recollections; reminiscence$
8977,クラリネット,クラリネット,1. clarinet$2. Clarinet$
8978,練る,ねる,"1. to knead; to thicken into a paste (stirring over a flame)$2. to polish (a plan, etc.); to refine; to elaborate; to work out$3. to train; to drill; to exercise$4. to gloss (silk); to soften; to degum$5. to tan (leather)$6. to temper (steel)$7. to walk in procession; to parade; to march$"
8979,パケット,パケット,1. (data) packet$2. Network packet$
8980,犯行,はんこう,1. crime; criminal act; offence; offense$
8981,考察,こうさつ,1. consideration; inquiry; enquiry; investigation; study$
8982,当社,とうしゃ,1. (this) shrine$2. (this) company; (this) firm$
8983,子役,こやく,1. dramatic role for child; child actor$2. Child actor$
8984,非公式,ひこうしき,1. informal; unofficial$
8985,官職,かんしょく,1. government service; official position; civil service$
8986,幌,ほろ,1. canopy (esp. the cloth or canvas used for it); awning; top (of a convertible); hood$2. helmet cape; cloth covering one's back to protect against arrows during battle$3. Horo$4. Horo (cloak)$
